attributes.Ambience.divey,attributes.Dietary Restrictions.vegan,attributes.Happy Hour,hours.Thursday.open,attributes.Order at Counter,attributes.Hair Types Specialized In.africanamerican,attributes.Hair Types Specialized In.kids,attributes.BYOB,hours.Friday.open,attributes.Good For.latenight,attributes.Outdoor Seating,attributes.Alcohol,attributes.Ambience.classy,attributes.By Appointment Only,attributes.Parking.lot,business_id,attributes.Ambience.touristy,attributes.Corkage,hours.Tuesday.open,attributes.Good For.brunch,categories,attributes.Waiter Service,hours.Monday.open,name,attributes.Parking.street,attributes.Ambience.hipster,attributes.BYOB/Corkage,attributes.Hair Types Specialized In.straightperms,attributes.Music.live,attributes.Dietary Restrictions.dairy-free,attributes.Music.background_music,attributes.Price Range,attributes.Good For.breakfast,attributes.Parking.garage,attributes.Music.karaoke,attributes.Good For Dancing,review_count,attributes.Hair Types Specialized In.asian,state,attributes.Accepts Credit Cards,hours.Friday.close,attributes.Good For.lunch,attributes.Parking.valet,attributes.Take-out,full_address,hours.Thursday.close,attributes.Hair Types Specialized In.coloring,attributes.Good For.dessert,attributes.Music.video,attributes.Dietary Restrictions.halal,attributes.Takes Reservations,hours.Saturday.open,attributes.Ages Allowed,attributes.Ambience.trendy,attributes.Delivery,hours.Wednesday.close,attributes.Wi-Fi,open,city,attributes.Wheelchair Accessible,attributes.Dietary Restrictions.gluten-free,stars,attributes.Dietary Restrictions.kosher,type,attributes.Caters,attributes.Ambience.intimate,latitude,attributes.Good For.dinner,attributes.Coat Check,longitude,hours.Monday.close,attributes.Hair Types Specialized In.extensions,hours.Tuesday.close,hours.Saturday.close,attributes.Good for Kids,attributes.Parking.validated,hours.Sunday.open,attributes.Accepts Insurance,attributes.Music.dj,attributes.Dietary Restrictions.soy-free,attributes.Has TV,hours.Sunday.close,attributes.Ambience.casual,attributes.Hair Types Specialized In.perms,attributes.Dogs Allowed,attributes.Drive-Thru,attributes.Dietary Restrictions.vegetarian,hours.Wednesday.open,attributes.Noise Level,attributes.Smoking,attributes.Attire,attributes.Hair Types Specialized In.curly,attributes.Good For Groups,neighborhoods,attributes.Open 24 Hours,attributes.Ambience.romantic,attributes.Music.jukebox,attributes.Ambience.upscale
,,,,,,,,,,,,,,,mkQiF82XHV51zT0Wwr-y1g,,,,,"[u'Active Life', u'Hiking', u'Parks']",,,McDowell Nature Center and Preserve,,,,,,,,,,,,,26,,NC,,,,,,"15222 York Road
Steele Creek
Charlotte, NC 28278",,,,,,,,,,,,,TRUE,Charlotte,,,4,,business,,,35.096307,,,-81.023142,,,,,TRUE,,,,,,,,,,,,,,,,,,,[u'Steele Creek'],,,,
FALSE,,,,,,,,,FALSE,FALSE,beer_and_wine,FALSE,,FALSE,51Tvv-QOiFeEcELzDuO1fQ,FALSE,,,FALSE,"[u'Chinese', u'Restaurants']",TRUE,,China Town,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,15,,NC,TRUE,,FALSE,FALSE,TRUE,"13000 York Rd
Steele Creek
Charlotte, NC 28278",,,FALSE,,,FALSE,,,FALSE,FALSE,,free,TRUE,Charlotte,,,3.5,,business,FALSE,FALSE,35.094605,FALSE,,-81.005171,,,,,TRUE,FALSE,,,,,FALSE,,FALSE,,,,,,quiet,,casual,,TRUE,[u'Steele Creek'],,FALSE,,FALSE
,,,,,,,,,,,,,,FALSE,SmJbLEfRa_QKD7RJZJ70Dg,,,,,"[u'Food', u'Bagels']",,,Einstein's Bagels,FALSE,,,,,,,,,FALSE,,,5,,NC,TRUE,,,FALSE,,"101 S Tryon St
Uptown
Charlotte, NC 28280",,,,,,,,,,,,,FALSE,Charlotte,,,3.5,,business,,,35.2265794,,,-80.8428142,,,,,,FALSE,,,,,,,,,,,,,,,,,,[u'Uptown'],,,,
,,,,,,,,,,,,,,,j1ifL5NXUSaLj9fdaTWDQw,,,,,"[u'Local Services', u'Shoe Repair']",,,Top Shoe Repair,,,,,,,,,,,,,10,,NC,TRUE,,,,,"101 S Tryon St
Uptown
Charlotte, NC 28280",,,,,,,,,,,,,TRUE,Charlotte,,,3.5,,business,,,35.2265794,,,-80.8428142,,,,,,,,,,,,,,,,,,,,,,,,[u'Uptown'],,,,
FALSE,,,,,,,,,FALSE,FALSE,none,FALSE,,,AzW6M1E6KcrTDpQ0DkRt9A,FALSE,,,FALSE,"[u'Fast Food', u'Restaurants']",FALSE,,Chick-fil-A,,FALSE,,,,,,1,FALSE,,,,27,,NC,TRUE,,TRUE,,TRUE,"101 S Tryon St
Uptown
Charlotte, NC 28280",,,FALSE,,,FALSE,,,FALSE,FALSE,,free,TRUE,Charlotte,TRUE,,4.5,,business,TRUE,FALSE,35.2265794,FALSE,,-80.8428142,,,,,TRUE,,,,,,FALSE,,FALSE,,,FALSE,,,average,,casual,,FALSE,[u'Uptown'],,FALSE,,FALSE
TRUE,,,11:00,,,,,11:00,FALSE,FALSE,none,FALSE,,FALSE,iTjwgc3rHS5k3GptqIp2Uw,FALSE,,11:00,FALSE,"[u'Mexican', u'Tex-Mex', u'Restaurants']",FALSE,11:00,Johnny Burrito,TRUE,FALSE,,,,,,1,FALSE,FALSE,,,55,,NC,TRUE,15:00,TRUE,FALSE,TRUE,"301 S Tryon St
Ste 55
Uptown
Charlotte, NC 28282",15:00,,FALSE,,,FALSE,,,FALSE,FALSE,15:00,no,TRUE,Charlotte,TRUE,,4,,business,FALSE,FALSE,35.2254586,FALSE,,-80.8452366,15:00,,15:00,,TRUE,FALSE,,,,,FALSE,,FALSE,,,,,11:00,average,,casual,,FALSE,[u'Uptown'],,FALSE,,FALSE
,,,,,,,,,,,,,,FALSE,K0iX-s8Zyc34thHk-Uzkfw,,,,,"[u'Food', u'Convenience Stores']",,,Gate Petroleum 326,FALSE,,,,,,,1,,FALSE,,,5,,SC,TRUE,,,FALSE,,"2911 Highway 160 W
Fort Mill, SC 29708",,,,,,,,,,,,,TRUE,Fort Mill,TRUE,,3,,business,,,35.0625056,,,-80.9921208,,,,,,FALSE,,,,,,,,,,,,,,,,,,[],,,,
,,,,,,,,,,,,,,,Wc_77oQ2vXFEVp3hvBSAgg,,,,,[],,,Muzak Corporate Headquarters,,,,,,,,,,,,,6,,SC,,,,,,"3318 Lakemont Blvd
Fort Mill, SC 29708",,,,,,,,,,,,,FALSE,Fort Mill,,,1.5,,business,,,35.0907768,,,-80.9413715,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
,,,7:00,,,,,7:00,,,,,,,g1nxHxVakCbJcqtjOl9Rjw,,,7:00,,"[u'Active Life', u'Horseback Riding', u'Parks', u'Hiking']",,7:00,Anne Springs Close Greenway,,,,,,,,,,,,,19,,SC,,19:00,,,,"1604 Hwy 21 Bypass
Fort Mill, SC 29715",19:00,,,,,,7:00,,,,19:00,,TRUE,Fort Mill,,,4.5,,business,,,35.03506889,,,-80.94737315,19:00,,19:00,19:00,TRUE,,7:00,,,,,19:00,,,TRUE,,,7:00,,,,,,[],,,,
FALSE,,,6:30,,,,,6:30,,TRUE,none,FALSE,,,rPQsep_POg0YATvt-6MEfg,FALSE,,6:30,,"[u'Breakfast & Brunch', u'Sandwiches', u'Restaurants']",TRUE,6:30,Jumpin' Java,,FALSE,,,,,,2,,,,,12,,SC,TRUE,15:00,,,TRUE,"1646 Hwy 160 W
Fort Mill, SC 29708",15:00,,,,,FALSE,7:00,,FALSE,FALSE,15:00,no,FALSE,Fort Mill,,,3.5,,business,TRUE,FALSE,35.066659,,,-80.959564,15:00,,15:00,15:00,TRUE,,,,,,FALSE,,TRUE,,,,,6:30,quiet,,casual,,TRUE,[],,FALSE,,FALSE
,,,,,,,,,FALSE,FALSE,none,,,FALSE,hcFlvyDQq-1izciN8bxCQA,,,,FALSE,"[u'Chinese', u'Restaurants']",TRUE,,China II,FALSE,,,,,,,1,FALSE,FALSE,,,6,,SC,TRUE,,FALSE,FALSE,TRUE,"757 Crossroads Plz
Fort Mill, SC 29708",,,FALSE,,,FALSE,,,,FALSE,,,TRUE,Fort Mill,TRUE,,3.5,,business,,,35.0591309,FALSE,,-80.9894419,,,,,TRUE,FALSE,,,,,,,,,,,,,,,casual,,FALSE,[],,,,
,,,0:00,,,,,0:00,,,,,,,P_BVP5hzZ9tAGo_WqWs7BA,,,0:00,,"[u'Hotels & Travel', u'Event Planning & Services', u'Hotels']",,0:00,Econo Lodge At Carowinds,,,,,,,,1,,,,,5,,SC,TRUE,0:00,,,,"3540 Lakemont Blvd
Fort Mill, SC 29708",0:00,,,,,,0:00,,,,0:00,free,TRUE,Fort Mill,,,3.5,,business,,,35.09423,,,-80.938163,0:00,,0:00,0:00,,,0:00,,,,,0:00,,,,,,0:00,,,,,,[],,,,
,,,,,,,,,,,,,,,oBFTio5-c73fXeajFhyKwg,,,,,"[u'Veterinarians', u'Pets']",,,Carolina Place Animal Hospital,,,,,,,,,,,,,3,,SC,,,,,,"8177 Regent Pkwy
Fort Mill, SC 29715",,,,,,,,,,,,,TRUE,Fort Mill,,,3.5,,business,,,35.0632165,,,-80.9090956,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
,,,,,,,,,,,,,TRUE,,m4si0py7QMsRcWxgkXK96Q,,,,,"[u'Health & Medical', u'Dentists', u'General Dentistry']",,,Biehl Brian L DMD,,,,,,,,,,,,,3,,SC,,,,,,"105 Ben Casey Dr Ste 139
Fort Mill, SC 29708",,,,,,,,,,,,,TRUE,Fort Mill,,,5,,business,,,35.0428873,,,-80.987646,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
,,,,,,,,,,,,,,FALSE,Y-C8eY2GH2glahPZCgG-kA,,,,,"[u'Food', u'Convenience Stores']",,,Circle K,FALSE,,,,,,,2,,FALSE,,,5,,SC,TRUE,,,FALSE,,"262 Carowinds Blvd
Fort Mill, SC 29708",,,,,,,,,,,,,TRUE,Fort Mill,,,2.5,,business,,,35.0955682,,,-80.935907,,,,,,FALSE,,,,,,,,,,,,,,,,,,[],,,,
,,,,,,,,,,,,,,,UHhKO1hx1myLMakpN1BmZA,,,,,"[u'Veterinarians', u'Pets']",,,Palmetto Pet Hospital,,,,,,,,,,,,,3,,SC,,,,,,"1718 Gold Hill Rd
Fort Mill, SC 29708",,,,,,,,,,,,,TRUE,Fort Mill,,,4.5,,business,,,35.0615949,,,-80.9927803,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
,,,,,,,,,,,,,FALSE,FALSE,46ELuwLVZjOWeDOGGIZyWw,,,,,"[u'Tanning', u'Beauty & Spas']",,,Alternative Tan of Tega Cay,FALSE,,,,,,,2,,FALSE,,,5,,SC,TRUE,,,FALSE,,"717 Crossroads Plz
Fort Mill, SC 29708",,,,,,,,,,,,,TRUE,Fort Mill,,,4,,business,,,35.059585,,,-80.9893951,,,,,,FALSE,,,,,,,,,,,,,,,,,,[],,,,
FALSE,,,,,,,,,FALSE,FALSE,none,FALSE,,FALSE,mhQweoH_CKOZGuVi2b9Rdg,FALSE,,,FALSE,"[u'Southern', u'Restaurants']",FALSE,,Bojangles Restaurant,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,5,,SC,TRUE,,FALSE,FALSE,TRUE,"2886 Highway 160 W
Fort Mill, SC 29708",,,FALSE,,,FALSE,,,FALSE,FALSE,,,TRUE,Fort Mill,,,3,,business,,FALSE,35.0604924,FALSE,,-80.9911291,,,,,TRUE,FALSE,,,,,FALSE,,FALSE,,,,,,average,,casual,,TRUE,[],,FALSE,,FALSE
,,,,,,,,,FALSE,,none,,,FALSE,pgJ-fy_EAKl5vI-uxV7ORQ,,,,FALSE,"[u'Pizza', u'Restaurants']",FALSE,,Papa John's Pizza,FALSE,,,,,,,2,FALSE,FALSE,,,5,,SC,TRUE,,FALSE,FALSE,TRUE,"1646 Hwy 160 W
Fort Mill, SC 29708",,,FALSE,,,,,,,TRUE,,,TRUE,Fort Mill,,,2,,business,FALSE,,35.03152521,FALSE,,-80.96760516,,,,,TRUE,FALSE,,,,,,,,,,,,,loud,,,,FALSE,[],,,,
FALSE,,,,,,,,,FALSE,TRUE,none,FALSE,,FALSE,oP9AEoTeun7L-dPeSxJw_A,FALSE,,,FALSE,"[u'Burgers', u'Fast Food', u'Restaurants']",FALSE,,McDonald's,FALSE,FALSE,no,,,,,1,TRUE,FALSE,,,10,,SC,TRUE,,FALSE,FALSE,TRUE,"2883 Highway 160 W
Fort Mill, SC 29708",,,FALSE,,,FALSE,,,FALSE,FALSE,,free,TRUE,Fort Mill,TRUE,,2,,business,FALSE,FALSE,35.0603265,FALSE,,-80.9921999,,,,,TRUE,FALSE,,,,,TRUE,,FALSE,,,TRUE,,,loud,,casual,,TRUE,[],,FALSE,,FALSE
,,,,,,,,,,,,,,,E_0vuWLPyWUy70OPgnMzjg,,,,,"[u'Hotels & Travel', u'RV Parks', u'Campgrounds']",,,Charlotte / Fort Mill KOA,,,,,,,,,,,,,3,,SC,,,,,,"940 Gold Hill Rd
Fort Mill, SC 29708",,,,,,,,,,,,,TRUE,Fort Mill,,,1.5,,business,,,35.0615727,,,-80.9669292,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
FALSE,,,11:00,,,,,11:00,FALSE,TRUE,full_bar,FALSE,,TRUE,5odPoosll36dti3xbSwuJA,FALSE,,11:00,FALSE,"[u'Bars', u'American (Traditional)', u'Nightlife', u'Restaurants']",TRUE,11:00,McHale's,FALSE,FALSE,,,,,,2,FALSE,FALSE,,,13,,SC,TRUE,0:00,TRUE,FALSE,TRUE,"1820 Gold Hill Rd
Fort Mill, SC 29708",0:00,,FALSE,,,FALSE,12:00,,FALSE,FALSE,0:00,,FALSE,Fort Mill,TRUE,,3.5,,business,,FALSE,35.0603864,TRUE,,-80.996515,0:00,,0:00,0:00,TRUE,FALSE,12:00,,,,TRUE,0:00,TRUE,,,,,11:00,loud,,casual,,TRUE,[],,FALSE,,FALSE
,,,,,,,,,,,,,,FALSE,DlytOfAIEDl17qADPsug6g,,,,,"[u'Food', u'Convenience Stores']",,,7-Eleven,FALSE,,,,,,,2,,FALSE,,,3,,SC,TRUE,,,FALSE,,"240 Carowinds Blvd
Fort Mill, SC 29708",,,,,,,,,,,,,TRUE,Fort Mill,,,2.5,,business,,,35.0947586,,,-80.9352329,,,,,,FALSE,,,,,,,,,,,,,,,,,,[],,,,
,,,,,,,,,,,,,,,_RC5JhGbNJcgq4CpZQ0g-g,,,,,"[u'Active Life', u'Golf', u'Event Planning & Services', u'Venues & Event Spaces']",,,Tega Cay Golf and Community Center,,,,,,,,,,,,,6,,SC,,,,,,"15083 Molokai Dr
Fort Mill, SC 29708",,,,,,,,,,,,,TRUE,Fort Mill,,,4,,business,,,35.0366891,,,-81.0219146,,,,,TRUE,,,,,,,,,,,,,,,,,,,[],,,,
,,,,,,,,,,,,,,,jJWHRA5h4PotbOUvtdkd2Q,,,,,"[u'Employment Agencies', u'Professional Services']",,,Adecco,,,,,,,,,,,,,3,,SC,,,,,,"377 Carowinds Blvd Ste 116
Fort Mill, SC 29708",,,,,,,,,,,,,TRUE,Fort Mill,,,1,,business,,,35.0958622,,,-80.9409437,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
,,,,,,,,,FALSE,TRUE,beer_and_wine,,,FALSE,WswRGZEX-y1EBZ3pk6XmVA,,,,FALSE,[u'Restaurants'],FALSE,,Roasting Oven & Grill,FALSE,,,,,,,1,FALSE,FALSE,,,3,,SC,TRUE,,FALSE,FALSE,TRUE,"3700 Avenue of the Carolinas Ste 114
Fort Mill, SC 29708",,,FALSE,,,FALSE,,,,FALSE,,,FALSE,Fort Mill,TRUE,,4.5,,business,,,35.0993019,FALSE,,-80.9337785,,,,,TRUE,FALSE,,,,,TRUE,,,,,,,,,,casual,,TRUE,[],,,,
,,,0:00,,,,,0:00,,,,,,,mjnS6YWkHKe1k1EpRMJ8aQ,,,0:00,,"[u'Hotels & Travel', u'Event Planning & Services', u'Hotels']",,0:00,Comfort Inn At Carowinds,,,,,,,,2,,,,,11,,SC,TRUE,0:00,,,,"3725 Avenue of The Carolinas
Fort Mill, SC 29708",0:00,,,,,,0:00,,,,0:00,free,TRUE,Fort Mill,,,3,,business,,,35.096163,,,-80.935699,0:00,,0:00,0:00,,,0:00,,,,,0:00,,,,,,0:00,,,,,,[],,,,
,,,,,,,,,FALSE,TRUE,full_bar,,,TRUE,hGMY-HlQTFUCSmHPDobBUg,,,,FALSE,"[u'Mexican', u'Restaurants']",TRUE,,El Cancun Mexican Restaurant,FALSE,,,,,,,2,FALSE,FALSE,,,15,,SC,TRUE,,TRUE,FALSE,TRUE,"197 Carowinds Blvd
Fort Mill, SC 29708",,,FALSE,,,TRUE,,,,FALSE,,no,FALSE,Fort Mill,TRUE,,3,,business,,,35.093402,TRUE,,-80.934661,,,,,TRUE,FALSE,,,,,,,,,,,,,average,,casual,,TRUE,[],,,,
,,,,,,,,,,,,,,TRUE,it3sFG__YISMyHKhAku3tQ,,,,,"[u'Food', u'Ice Cream & Frozen Yogurt']",,,Maggie Moo's Ice Cream & Treatery,FALSE,,,,,,,2,,FALSE,,,6,,SC,TRUE,,,FALSE,,"753 Crossroads Plz
Fort Mill, SC 29708",,,,,,,,,,,,free,FALSE,Fort Mill,,,4.5,,business,,,35.0591764,,,-80.9894372,,,,,,FALSE,,,,,,,,,,,,,,,,,,[],,,,
,,,,,,,,,FALSE,FALSE,none,,,FALSE,7TRoAw7qD95cClWzRrDTuA,,,,FALSE,"[u'Delis', u'Fast Food', u'Sandwiches', u'Restaurants']",FALSE,,Jersey Mike's Subs,FALSE,,,,,,,1,FALSE,FALSE,,,5,,SC,TRUE,,TRUE,FALSE,TRUE,"1710 Gold Hill Road
Fort Mill, SC 29708",,,FALSE,,,FALSE,,,,FALSE,,,TRUE,Fort Mill,TRUE,,4,,business,,,35.0615913,FALSE,,-80.9928264,,,,,TRUE,FALSE,,,,,TRUE,,,,,FALSE,,,,,casual,,FALSE,[],,,,
,,,9:00,,,,,9:00,,,,,,,fmzWN6k8ruh9Tz1RayAgaw,,,9:00,,"[u'Property Management', u'Home Services', u'Real Estate']",,9:00,Kuester Management Group,,,,,,,,,,,,,12,,SC,,17:00,,,,"130 Ben Casey Dr
Ste 100
Fort Mill, SC 29708",17:00,,,,,,,,,,17:00,,TRUE,Fort Mill,,,2,,business,,,35.0438877,,,-80.9876623,17:00,,17:00,,,,,,,,,,,,,,,9:00,,,,,,[],,,,
FALSE,,,,,,,,,FALSE,FALSE,none,FALSE,,FALSE,28YKigLZj0ooXDFVKw_qHA,FALSE,,,FALSE,"[u'Burgers', u'Fast Food', u'Restaurants']",FALSE,,Wendy's,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,9,,SC,TRUE,,FALSE,FALSE,TRUE,"270 Carowinds Blvd
Fort Mill, SC 29708",,,FALSE,,,FALSE,,,FALSE,FALSE,,no,TRUE,Fort Mill,,,2,,business,FALSE,FALSE,35.0957541,FALSE,,-80.9360955,,,,,TRUE,FALSE,,,,,FALSE,,FALSE,,,TRUE,,,average,,casual,,TRUE,[],,FALSE,,FALSE
FALSE,,,16:00,,,,,16:00,FALSE,TRUE,full_bar,FALSE,,TRUE,LwSNsn2k6v_Nb2dbhP3qsQ,FALSE,,16:00,FALSE,"[u'Restaurants', u'Pizza', u'Italian']",TRUE,16:00,De Marco's Italian Grill,FALSE,FALSE,no,,,,,2,FALSE,FALSE,,,24,,SC,TRUE,22:00,FALSE,FALSE,TRUE,"1741 Gold Hill Rd
Fort Mill, SC 29708",21:00,,FALSE,,,TRUE,16:00,,FALSE,FALSE,21:00,no,TRUE,Fort Mill,TRUE,,3.5,,business,TRUE,FALSE,35.0603957,TRUE,,-80.9932098,21:00,,21:00,22:00,TRUE,FALSE,11:30,,,,FALSE,14:00,TRUE,,FALSE,,,16:00,average,,casual,,TRUE,[],,FALSE,,FALSE
,,,,,,,,,FALSE,FALSE,,,,TRUE,1UQpjv4QuD5l_ZT7O4p6Rw,,,,FALSE,"[u'Mexican', u'Restaurants']",TRUE,,El Maguey,FALSE,,,,,,,2,FALSE,FALSE,,,11,,SC,TRUE,,FALSE,FALSE,TRUE,"741 Crossroads Plz
Fort Mill, SC 29708",,,FALSE,,,,,,,FALSE,,,FALSE,Fort Mill,TRUE,,2,,business,,,35.0593126,TRUE,,-80.9894232,,,,,TRUE,FALSE,,,,,TRUE,,,,,,,,,,casual,,TRUE,[],,,,
,,,,,,,,,,,,,,,q5XwEz3MBQ95M-6dol4_zA,,,,,"[u'Event Planning & Services', u'Venues & Event Spaces']",,,Baxter Village,,,,,,,,,,,,,9,,SC,TRUE,,,,,"951 Market St
Ste 103
Fort Mill, SC 29708",,,,,,,,,,,,,TRUE,Fort Mill,,,4.5,,business,,,35.0283185,,,-80.9674655,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
,,,9:00,,,,,9:00,,,,,,TRUE,2-M1_ok4NZ-fSF6SbBsp1A,,,9:00,,"[u'Food', u'Beer, Wine & Spirits']",,9:00,Frugal MacDoogal Wine & Liquor Warehouse,FALSE,,,,,,,2,,FALSE,,,51,,SC,TRUE,19:00,,FALSE,,"3630 Festival Dr
Fort Mill, SC 29708",19:00,,,,,,9:00,,,,19:00,,TRUE,Fort Mill,TRUE,,4.5,,business,,,35.0960557,,,-80.9341211,19:00,,19:00,19:00,,FALSE,,,,,,,,,,,,9:00,,,,,,[],,,,
TRUE,,TRUE,11:00,,,,,11:00,FALSE,TRUE,full_bar,FALSE,,TRUE,Zc2IwSzGY63zkyhfNrr7HA,FALSE,,11:00,FALSE,"[u'Dive Bars', u'Bars', u'Steakhouses', u'Nightlife', u'Restaurants']",TRUE,11:00,T-Bones On the Lake,FALSE,FALSE,,,,,,2,FALSE,FALSE,,FALSE,82,,SC,TRUE,23:00,TRUE,FALSE,TRUE,"3990 Hwy 49
Lake Wylie, SC 29710",23:00,,FALSE,,,TRUE,11:00,,FALSE,FALSE,23:00,no,TRUE,Lake Wylie,TRUE,,2,,business,FALSE,FALSE,35.1100272,FALSE,FALSE,-81.0449197,22:00,,23:00,23:00,TRUE,FALSE,11:00,,,,TRUE,21:00,FALSE,,,,,11:00,average,outdoor,casual,,TRUE,[],,FALSE,,FALSE
TRUE,,,,,,,,,FALSE,TRUE,full_bar,FALSE,,TRUE,She6nAFoCwhUcfdeYWIgzA,FALSE,,,FALSE,"[u'Mexican', u'Restaurants']",TRUE,,Rey Azteca,FALSE,FALSE,,,,,,2,FALSE,FALSE,,,20,,SC,TRUE,,TRUE,FALSE,TRUE,"4052 Charlotte Hwy
Clover, SC 29710",,,FALSE,,,FALSE,,,FALSE,FALSE,,no,TRUE,Clover,,,4,,business,FALSE,FALSE,35.1097984,FALSE,,-81.0425005,,,,,TRUE,FALSE,,,,,TRUE,,TRUE,,,,,,average,,casual,,TRUE,[],,FALSE,,FALSE
,,,0:00,,,,,0:00,,,,,,TRUE,buHdrzRiFpgYg9u5SbOu3A,,,0:00,,"[u'Food', u'Automotive', u'Convenience Stores', u'Gas & Service Stations']",,0:00,QuikTrip,FALSE,,,,,,,1,,FALSE,,,7,,NC,TRUE,0:00,,FALSE,,"4937 Sunset Rd
Derita
Charlotte, NC 28269",0:00,,,,,,0:00,,,,0:00,,TRUE,Charlotte,TRUE,,4.5,,business,,,35.308712,,,-80.8454329,0:00,,0:00,0:00,,FALSE,0:00,,,,,0:00,,,,,,0:00,,,,,,[u'Derita'],,,,
,,,9:00,,,,,9:00,,,,,TRUE,TRUE,1IxCNVVW9aKbK3BfQpI7eg,,,9:00,,"[u'Doctors', u'Cosmetic Surgeons', u'Beauty & Spas', u'Laser Hair Removal', u'Health & Medical', u'Hair Removal', u'Dermatologists']",,9:00,Lasting Skin Solutions,FALSE,,,,,,,3,,FALSE,,,3,,WI,TRUE,17:00,,FALSE,,"7617 Mineral Point Rd
Ste 202
Madison, WI 53717",17:00,,,,,,,,,,17:00,,TRUE,Madison,TRUE,,3.5,,business,,,43.0601413,,,-89.5148119,17:00,,17:00,,,FALSE,,,,,,,,,,,,9:00,,,,,,[],,,,
FALSE,,,,,,,,,FALSE,FALSE,none,FALSE,,TRUE,JwUE5GmEO-sH1FuwJgKBlQ,FALSE,,,FALSE,"[u'American (Traditional)', u'Restaurants']",TRUE,,Pine Cone Restaurant,FALSE,FALSE,,,,,,1,FALSE,FALSE,,,38,,WI,TRUE,,TRUE,FALSE,TRUE,"6162 US Hwy 51
De Forest, WI 53532",,,FALSE,,,FALSE,,,FALSE,FALSE,,no,TRUE,De Forest,,,4,,business,FALSE,FALSE,43.18405,FALSE,,-89.3229659,,,,,TRUE,FALSE,,,,,FALSE,,FALSE,,,,,,average,,casual,,TRUE,[],,FALSE,,FALSE
,,,7:00,,,,,7:00,,,,,,,fniL8DdDAQnFDxoSmuDBmg,,,7:00,,"[u'Auto Repair', u'Automotive', u'Oil Change Stations']",,7:00,Parks Automotive,,,,,,,,,,,,,4,,WI,,18:00,,,,"625 W North St
De Forest, WI 53532",18:00,,,,,,,,,,18:00,,TRUE,De Forest,,,5,,business,,,43.2521984,,,-89.3571064,18:00,,18:00,,,,,,,,,,,,,,,7:00,,,,,,[],,,,
,,,15:00,,,,,15:00,,,,,,,9vzqOd8EMreRUBRt4r2Fig,,,15:00,,"[u'Pet Services', u'Pet Groomers', u'Pet Boarding/Pet Sitting', u'Pets']",,15:00,Aunt B's Pet Resort & Spa,,,,,,,,,,,,,4,,WI,,18:30,,,,"6990 Hickory Ln
De Forest, WI 53532",18:30,,,,,,16:00,,,,18:30,,TRUE,De Forest,,,4,,business,,,43.2454617,,,-89.3823934,18:30,,18:30,17:00,,,17:00,,,,,18:00,,,,,,15:00,,,,,,[],,,,
,,,,,,,,,,,,,,,1xSlXGz5wssA5vVxcUnb4w,,,,,"[u'Hotels & Travel', u'RV Parks', u'Campgrounds']",,,Madison KOA,,,,,,,,,,,,,5,,WI,,,,,,"4859 County Road V
De Forest, WI 53532",,,,,,,,,,,,,TRUE,De Forest,,,4.5,,business,,,43.248075,,,-89.370734,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
,,,0:00,,,,,0:00,,,,,,FALSE,_L6sbh9zs7f4s1EM_niQcA,,,0:00,,"[u'Gas & Service Stations', u'Food', u'Automotive', u'Convenience Stores', u'Restaurants', u'Pizza']",FALSE,0:00,Casey's General Store,FALSE,,,,,,,,,FALSE,,,3,,WI,,0:00,,FALSE,TRUE,"602 W North St
De Forest, WI 53532",0:00,,,,,,0:00,,,,0:00,,TRUE,De Forest,,,5,,business,,,43.25312,,,-89.356495,0:00,,0:00,0:00,,FALSE,0:00,,,,,0:00,,,,,,0:00,,,,,,[],,,,
,,,9:00,,,,,9:00,,,,,TRUE,FALSE,B6G2ma7Io9GllYmHDX2WPQ,,,7:00,,"[u'Massage Therapy', u'Health & Medical', u'Beauty & Spas', u'Tanning', u'Nail Salons']",,7:00,Genesis Hair And Day Spa,TRUE,,,,,,,2,,FALSE,,,5,,WI,TRUE,17:00,,FALSE,,"148 Market St
De Forest, WI 53532",17:00,,,,,,9:00,,,,21:00,,TRUE,De Forest,TRUE,,4.5,,business,,,43.2465085,,,-89.3419492,21:00,,21:00,17:00,FALSE,FALSE,7:00,,,,,21:00,,,,,,7:00,,,,,,[],,,,
